index_all,info.dates,info.gender,info.match_type,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.result,info.outcome.winner,info.player_of_match,info.teams,info.toss.decision,info.toss.winner,info.venue
2301,"[datetime.date(2012, 12, 12)]",female,ODI,,8,,New Zealand,['SW Bates'],"['Australia', 'New Zealand']",bat,Australia,Sydney Cricket Ground
2302,"[datetime.date(2012, 12, 14)]",female,ODI,,4,,Australia,['AE Satterthwaite'],"['Australia', 'New Zealand']",field,Australia,North Sydney Oval
2303,"[datetime.date(2012, 12, 19)]",female,ODI,7,,,Australia,['AE Satterthwaite'],"['Australia', 'New Zealand']",bat,Australia,North Sydney Oval
2304,"[datetime.date(2012, 10, 3)]",female,T20,,9,,India,['E Bisht'],"['Sri Lanka', 'India']",bat,Sri Lanka,Nondescripts Cricket Club Ground
2305,"[datetime.date(2012, 10, 28)]",female,T20,5,,,Bangladesh,['Salma Khatun'],"['Bangladesh', 'Sri Lanka']",field,Sri Lanka,Guanggong International Cricket Stadium
2306,"[datetime.date(2012, 10, 28)]",female,T20,,8,,India,['M Raj'],"['India', 'Pakistan']",bat,Pakistan,Guanggong International Cricket Stadium
2307,"[datetime.date(2012, 10, 30)]",female,T20,,6,,Pakistan,['Nida Dar'],"['Bangladesh', 'Pakistan']",field,Pakistan,Guanggong International Cricket Stadium
2308,"[datetime.date(2012, 10, 31)]",female,T20,18,,,India,['PG Raut'],"['India', 'Pakistan']",bat,India,Guanggong International Cricket Stadium
2309,"[datetime.date(2012, 11, 13), datetime.date(2012, 11, 14), datetime.date(2012, 11, 15), datetime.date(2012, 11, 16), datetime.date(2012, 11, 17)]",male,Test,77,,,West Indies,['KOA Powell'],"['Bangladesh', 'West Indies']",bat,West Indies,Shere Bangla National Stadium
2310,"[datetime.date(2012, 11, 21), datetime.date(2012, 11, 22), datetime.date(2012, 11, 23), datetime.date(2012, 11, 24), datetime.date(2012, 11, 25)]",male,Test,,10,,West Indies,['MN Samuels'],"['Bangladesh', 'West Indies']",bat,Bangladesh,Sheikh Abu Naser Stadium
2311,"[datetime.date(2012, 11, 30)]",male,ODI,,7,,Bangladesh,['Sohag Gazi'],"['Bangladesh', 'West Indies']",bat,West Indies,Sheikh Abu Naser Stadium
2312,"[datetime.date(2012, 12, 2)]",male,ODI,160,,,Bangladesh,['Anamul Haque'],"['Bangladesh', 'West Indies']",field,West Indies,Sheikh Abu Naser Stadium
2313,"[datetime.date(2012, 12, 5)]",male,ODI,,4,,West Indies,['MN Samuels'],"['Bangladesh', 'West Indies']",field,West Indies,Shere Bangla National Stadium
2314,"[datetime.date(2012, 12, 7)]",male,ODI,75,,,West Indies,['DJG Sammy'],"['Bangladesh', 'West Indies']",field,Bangladesh,Shere Bangla National Stadium
2315,"[datetime.date(2012, 12, 8)]",male,ODI,,2,,Bangladesh,['Mahmudullah'],"['Bangladesh', 'West Indies']",field,Bangladesh,Shere Bangla National Stadium
2316,"[datetime.date(2012, 12, 10)]",male,T20,18,,,West Indies,['MN Samuels'],"['Bangladesh', 'West Indies']",bat,West Indies,Shere Bangla National Stadium
2317,"[datetime.date(2013, 1, 19)]",female,T20,,8,,West Indies,['DJS Dottin'],"['West Indies', 'South Africa']",bat,South Africa,"Beausejour Stadium, Gros Islet"
2318,"[datetime.date(2013, 1, 20)]",female,T20,,6,,West Indies,['SF Daley'],"['West Indies', 'South Africa']",field,West Indies,"Beausejour Stadium, Gros Islet"
2319,"[datetime.date(2012, 12, 25)]",male,T20,,5,,Pakistan,['Mohammad Hafeez'],"['India', 'Pakistan']",field,Pakistan,M Chinnaswamy Stadium
2320,"[datetime.date(2012, 12, 28)]",male,T20,11,,,India,['Yuvraj Singh'],"['India', 'Pakistan']",field,Pakistan,"Sardar Patel Stadium, Motera"
2321,"[datetime.date(2012, 12, 30)]",male,ODI,,6,,Pakistan,['MS Dhoni'],"['India', 'Pakistan']",field,Pakistan,"MA Chidambaram Stadium, Chepauk"
2322,"[datetime.date(2013, 1, 3)]",male,ODI,85,,,Pakistan,['Nasir Jamshed'],"['India', 'Pakistan']",field,India,Eden Gardens
2323,"[datetime.date(2013, 1, 6)]",male,ODI,10,,,India,['MS Dhoni'],"['India', 'Pakistan']",bat,India,Feroz Shah Kotla
2324,"[datetime.date(2013, 3, 11)]",male,ODI,,6,,Kenya,['E Otieno'],"['Canada', 'Kenya']",bat,Canada,ICC Global Cricket Academy
2325,"[datetime.date(2013, 3, 15)]",male,T20,,5,,Canada,['Junaid Siddiqui'],"['Canada', 'Kenya']",bat,Kenya,ICC Global Cricket Academy
2326,"[datetime.date(2013, 3, 16)]",male,T20,21,,,Kenya,['CO Obuya'],"['Canada', 'Kenya']",bat,Kenya,ICC Global Cricket Academy
2327,"[datetime.date(2013, 3, 3)]",male,T20,27,,,Afghanistan,['Mohammad Shahzad'],"['Afghanistan', 'Scotland']",bat,Afghanistan,Sharjah Cricket Stadium
2328,"[datetime.date(2013, 3, 4)]",male,T20,,7,,Afghanistan,['Mohammad Shahzad'],"['Afghanistan', 'Scotland']",bat,Scotland,Sharjah Cricket Stadium
2329,"[datetime.date(2013, 4, 20)]",male,T20,,7,,Kenya,,"['Kenya', 'Netherlands']",field,Kenya,Wanderers Cricket Ground
2330,"[datetime.date(2013, 11, 21), datetime.date(2013, 11, 22), datetime.date(2013, 11, 23), datetime.date(2013, 11, 24)]",male,Test,381,,,Australia,['MG Johnson'],"['Australia', 'England']",bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2331,"[datetime.date(2013, 12, 5), datetime.date(2013, 12, 6), datetime.date(2013, 12, 7), datetime.date(2013, 12, 8), datetime.date(2013, 12, 9)]",male,Test,218,,,Australia,['MG Johnson'],"['Australia', 'England']",bat,Australia,Adelaide Oval
2332,"[datetime.date(2013, 12, 13), datetime.date(2013, 12, 14), datetime.date(2013, 12, 15), datetime.date(2013, 12, 16), datetime.date(2013, 12, 17)]",male,Test,150,,,Australia,['SPD Smith'],"['Australia', 'England']",bat,Australia,Western Australia Cricket Association Ground
2333,"[datetime.date(2013, 12, 26), datetime.date(2013, 12, 27), datetime.date(2013, 12, 28), datetime.date(2013, 12, 29)]",male,Test,,8,,Australia,['MG Johnson'],"['Australia', 'England']",field,Australia,Melbourne Cricket Ground
2334,"[datetime.date(2014, 1, 3), datetime.date(2014, 1, 4), datetime.date(2014, 1, 5)]",male,Test,281,,,Australia,['RJ Harris'],"['Australia', 'England']",field,England,Sydney Cricket Ground
2335,"[datetime.date(2013, 8, 11), datetime.date(2013, 8, 12), datetime.date(2013, 8, 13), datetime.date(2013, 8, 14)]",female,Test,,,draw,,['HC Knight'],"['England', 'Australia']",bat,Australia,Sir Paul Getty's Ground
2336,"[datetime.date(2013, 8, 20)]",female,ODI,27,,,Australia,['EA Osborne'],"['England', 'Australia']",bat,Australia,Lord's
2337,"[datetime.date(2013, 8, 23)]",female,ODI,51,,,England,['A Shrubsole'],"['England', 'Australia']",bat,England,County Ground
2338,"[datetime.date(2013, 8, 25)]",female,ODI,,5,,England,['SJ Taylor'],"['England', 'Australia']",bat,Australia,County Ground
2339,"[datetime.date(2013, 8, 27)]",female,T20,15,,,England,['SJ Taylor'],"['England', 'Australia']",bat,England,County Ground
2340,"[datetime.date(2013, 8, 29)]",female,T20,,5,,England,['LS Greenway'],"['England', 'Australia']",bat,Australia,The Rose Bowl
2341,"[datetime.date(2013, 8, 31)]",female,T20,,7,,England,['KH Brunt'],"['England', 'Australia']",field,England,Riverside Ground
2342,"[datetime.date(2013, 2, 22)]",male,ODI,156,,,West Indies,['J Charles'],"['West Indies', 'Zimbabwe']",field,Zimbabwe,"National Cricket Stadium, St George's"
2343,"[datetime.date(2013, 2, 26)]",male,ODI,,5,,West Indies,['DM Bravo'],"['West Indies', 'Zimbabwe']",bat,Zimbabwe,"National Cricket Stadium, St George's"
2344,"[datetime.date(2013, 3, 2)]",male,T20,,8,,West Indies,['LMP Simmons'],"['West Indies', 'Zimbabwe']",bat,Zimbabwe,"Sir Vivian Richards Stadium, North Sound"
2345,"[datetime.date(2013, 3, 3)]",male,T20,41,,,West Indies,['S Badree'],"['West Indies', 'Zimbabwe']",bat,West Indies,"Sir Vivian Richards Stadium, North Sound"
2346,"[datetime.date(2013, 3, 12), datetime.date(2013, 3, 13), datetime.date(2013, 3, 14)]",male,Test,,9,,West Indies,['S Shillingford'],"['West Indies', 'Zimbabwe']",bat,Zimbabwe,"Kensington Oval, Bridgetown"
2347,"[datetime.date(2013, 3, 20), datetime.date(2013, 3, 21), datetime.date(2013, 3, 22)]",male,Test,65,,,West Indies,['S Shillingford'],"['West Indies', 'Zimbabwe']",field,West Indies,"Windsor Park, Roseau"
2348,"[datetime.date(2013, 1, 31)]",female,ODI,105,,,India,['MDT Kamini'],"['India', 'West Indies']",field,West Indies,Brabourne Stadium
2349,"[datetime.date(2013, 2, 1)]",female,ODI,,1,,Sri Lanka,['LE Kaushalya'],"['England', 'Sri Lanka']",field,Sri Lanka,Brabourne Stadium
2350,"[datetime.date(2013, 2, 3)]",female,ODI,32,,,England,['CM Edwards'],"['India', 'England']",field,India,Brabourne Stadium
2351,"[datetime.date(2013, 2, 5)]",female,ODI,138,,,Sri Lanka,['HMD Rasangika'],"['India', 'Sri Lanka']",bat,Sri Lanka,Brabourne Stadium
2352,"[datetime.date(2013, 2, 8)]",female,ODI,2,,,Australia,['LC Sthalekar'],"['Australia', 'England']",field,England,Brabourne Stadium
2353,"[datetime.date(2013, 2, 10)]",female,ODI,,9,,Australia,['EA Osborne'],"['Australia', 'Sri Lanka']",field,Australia,Brabourne Stadium
2354,"[datetime.date(2013, 2, 11)]",female,ODI,48,,,West Indies,['A Mohammed'],"['New Zealand', 'West Indies']",field,New Zealand,Brabourne Stadium
2355,"[datetime.date(2013, 2, 13)]",female,ODI,15,,,England,['SJ Taylor'],"['England', 'New Zealand']",bat,England,Brabourne Stadium
2356,"[datetime.date(2013, 2, 15)]",female,ODI,,4,,England,['CM Edwards'],"['England', 'New Zealand']",field,England,Brabourne Stadium
2357,"[datetime.date(2013, 2, 17)]",female,ODI,114,,,Australia,['JE Cameron'],"['Australia', 'West Indies']",bat,Australia,Brabourne Stadium
2358,"[datetime.date(2013, 6, 28)]",male,ODI,,6,,West Indies,['CH Gayle'],"['West Indies', 'Sri Lanka']",field,West Indies,"Sabina Park, Kingston"
2359,"[datetime.date(2013, 6, 30)]",male,ODI,,1,,West Indies,['J Charles'],"['West Indies', 'India']",field,West Indies,"Sabina Park, Kingston"
2360,"[datetime.date(2013, 7, 2)]",male,ODI,161,,,Sri Lanka,['WU Tharanga'],"['India', 'Sri Lanka']",field,India,"Sabina Park, Kingston"
2361,"[datetime.date(2013, 7, 5)]",male,ODI,102,,,India,['V Kohli'],"['West Indies', 'India']",field,West Indies,"Queen's Park Oval, Port of Spain"
2362,"[datetime.date(2013, 7, 7), datetime.date(2013, 7, 8)]",male,ODI,39,,,Sri Lanka,['KC Sangakkara'],"['West Indies', 'Sri Lanka']",field,West Indies,"Queen's Park Oval, Port of Spain"
2363,"[datetime.date(2013, 7, 9)]",male,ODI,81,,,India,['B Kumar'],"['India', 'Sri Lanka']",field,Sri Lanka,"Queen's Park Oval, Port of Spain"
2364,"[datetime.date(2013, 7, 11)]",male,ODI,,1,,India,['MS Dhoni'],"['India', 'Sri Lanka']",field,India,"Queen's Park Oval, Port of Spain"
2365,"[datetime.date(2013, 4, 3)]",male,T20,,6,,Kolkata Knight Riders,['SP Narine'],"['Kolkata Knight Riders', 'Delhi Daredevils']",field,Kolkata Knight Riders,Eden Gardens
2366,"[datetime.date(2013, 4, 4)]",male,T20,2,,,Royal Challengers Bangalore,['CH Gayle'],"['Royal Challengers Bangalore', 'Mumbai Indians']",field,Mumbai Indians,M Chinnaswamy Stadium
2367,"[datetime.date(2013, 4, 5)]",male,T20,22,,,Sunrisers Hyderabad,['A Mishra'],"['Sunrisers Hyderabad', 'Pune Warriors']",field,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal"
2368,"[datetime.date(2013, 4, 6)]",male,T20,5,,,Rajasthan Royals,['R Dravid'],"['Delhi Daredevils', 'Rajasthan Royals']",bat,Rajasthan Royals,Feroz Shah Kotla
2369,"[datetime.date(2013, 4, 6)]",male,T20,9,,,Mumbai Indians,['KA Pollard'],"['Chennai Super Kings', 'Mumbai Indians']",bat,Mumbai Indians,"MA Chidambaram Stadium, Chepauk"
2370,"[datetime.date(2013, 4, 7)]",male,T20,,8,,Kings XI Punjab,['M Vohra'],"['Pune Warriors', 'Kings XI Punjab']",bat,Pune Warriors,Subrata Roy Sahara Stadium
2371,"[datetime.date(2013, 4, 7)]",male,T20,,,tie,,['GH Vihari'],"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",bat,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal"
2372,"[datetime.date(2013, 4, 8)]",male,T20,19,,,Rajasthan Royals,['SK Trivedi'],"['Rajasthan Royals', 'Kolkata Knight Riders']",field,Kolkata Knight Riders,Sawai Mansingh Stadium
2373,"[datetime.date(2013, 4, 9)]",male,T20,44,,,Mumbai Indians,['KD Karthik'],"['Mumbai Indians', 'Delhi Daredevils']",bat,Mumbai Indians,Wankhede Stadium
2374,"[datetime.date(2013, 4, 10)]",male,T20,,10,,Chennai Super Kings,['MEK Hussey'],"['Kings XI Punjab', 'Chennai Super Kings']",field,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali"
2375,"[datetime.date(2013, 4, 11)]",male,T20,,8,,Royal Challengers Bangalore,['CH Gayle'],"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",field,Royal Challengers Bangalore,M Chinnaswamy Stadium
2376,"[datetime.date(2013, 4, 11)]",male,T20,,7,,Pune Warriors,['AJ Finch'],"['Pune Warriors', 'Rajasthan Royals']",bat,Rajasthan Royals,Subrata Roy Sahara Stadium
2377,"[datetime.date(2013, 4, 12)]",male,T20,,3,,Sunrisers Hyderabad,['A Mishra'],"['Delhi Daredevils', 'Sunrisers Hyderabad']",bat,Delhi Daredevils,Feroz Shah Kotla
2378,"[datetime.date(2013, 4, 13)]",male,T20,41,,,Mumbai Indians,['RG Sharma'],"['Mumbai Indians', 'Pune Warriors']",bat,Mumbai Indians,Wankhede Stadium
2379,"[datetime.date(2013, 4, 13)]",male,T20,,4,,Chennai Super Kings,['RA Jadeja'],"['Chennai Super Kings', 'Royal Challengers Bangalore']",field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk"
2380,"[datetime.date(2013, 4, 14)]",male,T20,48,,,Kolkata Knight Riders,['G Gambhir'],"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",bat,Kolkata Knight Riders,Eden Gardens
2381,"[datetime.date(2013, 4, 14)]",male,T20,,6,,Rajasthan Royals,['JP Faulkner'],"['Rajasthan Royals', 'Kings XI Punjab']",field,Rajasthan Royals,Sawai Mansingh Stadium
2382,"[datetime.date(2013, 4, 15)]",male,T20,24,,,Pune Warriors,['SPD Smith'],"['Chennai Super Kings', 'Pune Warriors']",bat,Pune Warriors,"MA Chidambaram Stadium, Chepauk"
2383,"[datetime.date(2013, 4, 16)]",male,T20,4,,,Kings XI Punjab,['MS Gony'],"['Kings XI Punjab', 'Kolkata Knight Riders']",field,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali"
2384,"[datetime.date(2013, 4, 16)]",male,T20,,,tie,,['V Kohli'],"['Royal Challengers Bangalore', 'Delhi Daredevils']",field,Royal Challengers Bangalore,M Chinnaswamy Stadium
2385,"[datetime.date(2013, 4, 17)]",male,T20,11,,,Sunrisers Hyderabad,['A Mishra'],"['Pune Warriors', 'Sunrisers Hyderabad']",field,Pune Warriors,Subrata Roy Sahara Stadium
2386,"[datetime.date(2013, 4, 17)]",male,T20,87,,,Rajasthan Royals,['AM Rahane'],"['Rajasthan Royals', 'Mumbai Indians']",bat,Rajasthan Royals,Sawai Mansingh Stadium
2387,"[datetime.date(2013, 4, 18)]",male,T20,86,,,Chennai Super Kings,['MEK Hussey'],"['Delhi Daredevils', 'Chennai Super Kings']",bat,Chennai Super Kings,Feroz Shah Kotla
2388,"[datetime.date(2013, 4, 19)]",male,T20,,5,,Sunrisers Hyderabad,['GH Vihari'],"['Sunrisers Hyderabad', 'Kings XI Punjab']",bat,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal"
2389,"[datetime.date(2013, 4, 20)]",male,T20,,4,,Chennai Super Kings,['RA Jadeja'],"['Kolkata Knight Riders', 'Chennai Super Kings']",bat,Kolkata Knight Riders,Eden Gardens
2390,"[datetime.date(2013, 4, 20)]",male,T20,,7,,Royal Challengers Bangalore,['R Vinay Kumar'],"['Royal Challengers Bangalore', 'Rajasthan Royals']",field,Royal Challengers Bangalore,M Chinnaswamy Stadium
2391,"[datetime.date(2013, 4, 21)]",male,T20,,9,,Delhi Daredevils,['V Sehwag'],"['Delhi Daredevils', 'Mumbai Indians']",bat,Mumbai Indians,Feroz Shah Kotla
2392,"[datetime.date(2013, 4, 21)]",male,T20,,7,,Kings XI Punjab,['DA Miller'],"['Kings XI Punjab', 'Pune Warriors']",field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
2393,"[datetime.date(2013, 4, 22)]",male,T20,,5,,Chennai Super Kings,['MEK Hussey'],"['Chennai Super Kings', 'Rajasthan Royals']",bat,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk"
2394,"[datetime.date(2013, 4, 23)]",male,T20,130,,,Royal Challengers Bangalore,['CH Gayle'],"['Royal Challengers Bangalore', 'Pune Warriors']",field,Pune Warriors,M Chinnaswamy Stadium
2395,"[datetime.date(2013, 5, 16)]",male,T20,7,,,Kings XI Punjab,['DA Miller'],"['Kings XI Punjab', 'Delhi Daredevils']",field,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium
2396,"[datetime.date(2013, 4, 24)]",male,T20,,5,,Mumbai Indians,['DR Smith'],"['Kolkata Knight Riders', 'Mumbai Indians']",bat,Kolkata Knight Riders,Eden Gardens
2397,"[datetime.date(2013, 4, 25)]",male,T20,,5,,Chennai Super Kings,['MS Dhoni'],"['Chennai Super Kings', 'Sunrisers Hyderabad']",bat,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk"
2398,"[datetime.date(2013, 4, 26)]",male,T20,,6,,Kolkata Knight Riders,['JH Kallis'],"['Kolkata Knight Riders', 'Kings XI Punjab']",bat,Kings XI Punjab,Eden Gardens
2399,"[datetime.date(2013, 4, 27)]",male,T20,,8,,Rajasthan Royals,['JP Faulkner'],"['Rajasthan Royals', 'Sunrisers Hyderabad']",bat,Sunrisers Hyderabad,Sawai Mansingh Stadium
2400,"[datetime.date(2013, 4, 27)]",male,T20,58,,,Mumbai Indians,['DR Smith'],"['Mumbai Indians', 'Royal Challengers Bangalore']",bat,Mumbai Indians,Wankhede Stadium
2401,"[datetime.date(2013, 4, 28)]",male,T20,14,,,Chennai Super Kings,['MEK Hussey'],"['Chennai Super Kings', 'Kolkata Knight Riders']",field,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk"
2402,"[datetime.date(2013, 4, 28)]",male,T20,15,,,Delhi Daredevils,['DA Warner'],"['Delhi Daredevils', 'Pune Warriors']",field,Pune Warriors,Shaheed Veer Narayan Singh International Stadium
2403,"[datetime.date(2013, 4, 29)]",male,T20,,4,,Rajasthan Royals,['SV Samson'],"['Rajasthan Royals', 'Royal Challengers Bangalore']",field,Rajasthan Royals,Sawai Mansingh Stadium
2404,"[datetime.date(2013, 4, 29)]",male,T20,4,,,Mumbai Indians,['RG Sharma'],"['Mumbai Indians', 'Kings XI Punjab']",bat,Mumbai Indians,Wankhede Stadium
2405,"[datetime.date(2013, 4, 30)]",male,T20,37,,,Chennai Super Kings,['MS Dhoni'],"['Pune Warriors', 'Chennai Super Kings']",bat,Chennai Super Kings,Subrata Roy Sahara Stadium
2406,"[datetime.date(2013, 5, 1)]",male,T20,,7,,Sunrisers Hyderabad,['I Sharma'],"['Sunrisers Hyderabad', 'Mumbai Indians']",bat,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal"
2407,"[datetime.date(2013, 5, 1)]",male,T20,,7,,Delhi Daredevils,['DA Warner'],"['Delhi Daredevils', 'Kolkata Knight Riders']",bat,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium
2408,"[datetime.date(2013, 5, 2)]",male,T20,15,,,Chennai Super Kings,['SK Raina'],"['Chennai Super Kings', 'Kings XI Punjab']",bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk"
2409,"[datetime.date(2013, 5, 2)]",male,T20,17,,,Royal Challengers Bangalore,['AB de Villiers'],"['Pune Warriors', 'Royal Challengers Bangalore']",bat,Royal Challengers Bangalore,Subrata Roy Sahara Stadium
2410,"[datetime.date(2013, 5, 3)]",male,T20,,8,,Kolkata Knight Riders,['YK Pathan'],"['Kolkata Knight Riders', 'Rajasthan Royals']",bat,Rajasthan Royals,Eden Gardens
2411,"[datetime.date(2013, 5, 4)]",male,T20,,6,,Sunrisers Hyderabad,['DJG Sammy'],"['Sunrisers Hyderabad', 'Delhi Daredevils']",bat,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal"
2412,"[datetime.date(2013, 5, 14)]",male,T20,,7,,Kings XI Punjab,['AC Gilchrist'],"['Royal Challengers Bangalore', 'Kings XI Punjab']",field,Kings XI Punjab,M Chinnaswamy Stadium
2413,"[datetime.date(2013, 5, 5)]",male,T20,60,,,Mumbai Indians,['MG Johnson'],"['Mumbai Indians', 'Chennai Super Kings']",bat,Mumbai Indians,Wankhede Stadium
2414,"[datetime.date(2013, 5, 5)]",male,T20,,5,,Rajasthan Royals,['AM Rahane'],"['Rajasthan Royals', 'Pune Warriors']",bat,Pune Warriors,Sawai Mansingh Stadium
2415,"[datetime.date(2013, 4, 9)]",male,T20,,7,,Royal Challengers Bangalore,['V Kohli'],"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",bat,Sunrisers Hyderabad,M Chinnaswamy Stadium
2416,"[datetime.date(2013, 5, 7)]",male,T20,,9,,Rajasthan Royals,['AM Rahane'],"['Rajasthan Royals', 'Delhi Daredevils']",bat,Delhi Daredevils,Sawai Mansingh Stadium
2417,"[datetime.date(2013, 5, 7)]",male,T20,65,,,Mumbai Indians,['SR Tendulkar'],"['Mumbai Indians', 'Kolkata Knight Riders']",bat,Mumbai Indians,Wankhede Stadium
2418,"[datetime.date(2013, 5, 8)]",male,T20,77,,,Chennai Super Kings,['SK Raina'],"['Sunrisers Hyderabad', 'Chennai Super Kings']",field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal"
2419,"[datetime.date(2013, 5, 9)]",male,T20,,8,,Rajasthan Royals,['KK Cooper'],"['Kings XI Punjab', 'Rajasthan Royals']",field,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali"
2420,"[datetime.date(2013, 5, 9)]",male,T20,46,,,Kolkata Knight Riders,['G Gambhir'],"['Pune Warriors', 'Kolkata Knight Riders']",bat,Kolkata Knight Riders,Subrata Roy Sahara Stadium
2421,"[datetime.date(2013, 5, 10)]",male,T20,4,,,Royal Challengers Bangalore,['JD Unadkat'],"['Delhi Daredevils', 'Royal Challengers Bangalore']",field,Delhi Daredevils,Feroz Shah Kotla
